company_name,location,job_title,job_description,rating,employer_estimate,min_salary,max_salary,avg_salary,Size,Founded,Type,Industry,Sector,Revenue,skills,age
Cencora,Pune,Architect I - Software Engineering,"Develops a technical strategy for data integrations and implement a scalable design using industry best practices. Provides Level 2 and 3 support.…
Skills: Azure, Cloud architecture, SAP HANA, SAP, Google Cloud Platform",3.6,0,-1,-1,-1.0,10000+ Employees,2023,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical and biotechnology,$10+ billion (USD)," Azure, Cloud architecture, SAP HANA, SAP, Google Cloud Platform",1.0
American Express Global Business Travel,Gurgaon,Software Development Engineer II,"Develop the skills you want when the time is right for you, with global tuition assistance, access to over 20,000 courses on our learning platform, leadership……
Skills: CSS, Software troubleshooting, React, Data structures, NoSQL",4.2,0,-1,-1,-1.0,10000+ Employees,1915,Company - Public,Travel Agencies,Hotel and travel accommodation,Unknown / Non-Applicable," CSS, Software troubleshooting, React, Data structures, NoSQL",109.0
Wolfram,Bhubaneshwar,"Applications Developer (Independent Contractor)—Bhubaneswar, India","Solid computational background in specific branch of engineering, science or mathematics. Staying abreast of industry trends and emerging technologies in data……
Skills: R, Java, Machine learning, Data science, AI",,0,-1,-1,-1.0,,,,,,," R, Java, Machine learning, Data science, AI",
Bristol-Myers Squibb,Hyderābād,Senior Manager - GPS Data Solutions Delivery,"Collaborate with different teams across GPS & GPS BIA organizations to assist in developing data requirements, data refinement business rules, acceptance……
Skills: Microsoft Excel, Azure, Web development, SAP, Tableau",,0,-1,-1,-1.0,,,,,,," Microsoft Excel, Azure, Web development, SAP, Tableau",
Boston Consulting Group,Gurgaon,"Data Analyst, Business Modelling, India- X Delivery","You will collaborate with various teams to gather requirements, specify, design, develop, deliver, and support analytic solutions serving the client's needs.…
Skills: Microsoft Powerpoint, Power BI, Microsoft Excel, Spark, Alteryx",4.2,0,-1,-1,-1.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Microsoft Powerpoint, Power BI, Microsoft Excel, Spark, Alteryx",61.0
Boston Consulting Group,Bengaluru,"Data & Analytics Lead, Client Ops, India - X Delivery","This global business unit is an integral part of BCG’s strategy to develop new digital client service offerings in order to deliver superior value and sustained……
Skills: Microsoft Powerpoint, Statistics, Computer science, Power BI, Microsoft Access",4.2,0,-1,-1,-1.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Microsoft Powerpoint, Statistics, Computer science, Power BI, Microsoft Access",61.0
Boston Consulting Group,Bengaluru,"Senior Data Analyst, Client Ops, Predictive, India- X Delivery","As a part of BCG's X OPERATE team you will be working to accelerate a growing business focused on Hyper Care, premium Maintenance / Support for BCG Software and……
Skills: Microsoft Powerpoint, Statistics, Power BI, Microsoft Access, Azure",4.2,0,-1,-1,-1.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Microsoft Powerpoint, Statistics, Power BI, Microsoft Access, Azure",61.0
Cencora,Pune,Engineer III - Software Engineering (IN),"Consults with the business to determine logical design for new business solutions according to existing data architecture. Big Data Frameworks like Hadoop.…
Skills: Jira, Authentication, ASP.NET, SAFe, Cloud infrastructure",3.6,0,-1,-1,-1.0,10000+ Employees,2023,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical and biotechnology,$10+ billion (USD)," Jira, Authentication, ASP.NET, SAFe, Cloud infrastructure",1.0
BOEING,Bengaluru,IT Business Functional Analyst,"IT Business/Functional Analysts collaborate with business and product stakeholders to define and document the ‘business need’ into clear and precise……
Skills: Asset management, SAFe, Supply chain, Product management, UML",3.8,0,-1,-1,-1.0,10000+ Employees,1916,Company - Public,Aerospace and defence,Aerospace and defence,$10+ billion (USD)," Asset management, SAFe, Supply chain, Product management, UML",108.0
FedEx,Tamil Nadu,Cloud Engineering,"Continuous collaboration will be an important aspect of this role working with a variety of architects and peer engineering teams ensuring deployed services……
Skills: CI/CD, Azure, Kubernetes, Java, Terraform",3.6,0,-1,-1,-1.0,10000+ Employees,1973,Company - Public,Shipping & Trucking,Transportation and logistics,$10+ billion (USD)," CI/CD, Azure, Kubernetes, Java, Terraform",51.0
ITI Data,Chennai,Python Automation QA,"You will be responsible for developing and maintaining automated test scripts using Python, ensuring software quality through comprehensive testing, and……
Skills: CI/CD, Azure, Test automation, Selenium, Git",4.2,0,-1,-1,-1.0,201 to 500 Employees,1999,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable," CI/CD, Azure, Test automation, Selenium, Git",25.0
BP Energy,Pune,Senior Data Engineer,"Digital Customers & Markets (DCM) works with customers & products (C&P), gas & low carbon energy (G&LCE), trading & shipping (T&S) and regions, cities &……
Skills: CI/CD, Data modeling, Azure, Internet of things, DevOps",4.0,0,-1,-1,-1.0,10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)," CI/CD, Data modeling, Azure, Internet of things, DevOps",116.0
BOEING,Bengaluru,Experienced Software Engineer -.Net Full Stack,"Education/experience typically acquired through advanced education (e.g. Bachelor) and typically 8 years' related work experience or an equivalent combination……
Skills: CI/CD, ASP.NET, SAFe, Azure, Gradle",3.8,0,-1,-1,-1.0,10000+ Employees,1916,Company - Public,Aerospace and defence,Aerospace and defence,$10+ billion (USD)," CI/CD, ASP.NET, SAFe, Azure, Gradle",108.0
ThirdEye Data Inc.,Calcutta,Technical Project Manager,"Ensure that project deliverables meet the highest quality standards and adhere to industry best practices. Have you obtained a certification as a Scrum Master?…
Skills: Project management, Quality assurance, IT project management, Scrum, Agile",,0,-1,-1,-1.0,,,,,,," Project management, Quality assurance, IT project management, Scrum, Agile",
Aristocrat,Noida,Solutions Architect - PLM,"Have experience in dealing with complexity, have excellent understanding of business data and process requirements. Experience with Siemens PLM portfolio.…
Skills: Agile, Leadership, Communication skills, Product lifecycle management, Design patterns",3.8,0,-1,-1,-1.0,5001 to 10000 Employees,1953,Company - Public,Gambling & Betting,"Arts, entertainment and recreation",$2 to $5 billion (USD)," Agile, Leadership, Communication skills, Product lifecycle management, Design patterns",71.0
Bristol-Myers Squibb,Hyderābād,"Software Engineer II, Enterprise Integration Developer","You will be responsible to implement new solutions, work on enhancements and service requests related to data integrations that are running for various……
Skills: FTP, SAP, Salesforce, Application development, SOAP",3.8,0,-1,-1,-1.0,10000+ Employees,1858,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical and biotechnology,$10+ billion (USD)," FTP, SAP, Salesforce, Application development, SOAP",166.0
ITI Data,Hyderābād,Sr Ab Initio Developer,"We are looking for Ab Initio Developer to be able to design and build Ab Initio-based applications across Data Integration, Governance & Quality domains for our……
Skills: Jira, CI/CD, Oracle, JUnit, Cassandra",4.2,0,-1,-1,-1.0,201 to 500 Employees,1999,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable," Jira, CI/CD, Oracle, JUnit, Cassandra",25.0
BOEING,Bengaluru,Senior Salesforce Solution Architect,"Lead the design and implementation of complex Salesforce solutions, translating business requirements into effective architectural strategies aligned with……
Skills: CI/CD, SAFe, Data modeling, Software deployment, Salesforce",3.8,0,-1,-1,-1.0,10000+ Employees,1916,Company - Public,Aerospace and defence,Aerospace and defence,$10+ billion (USD)," CI/CD, SAFe, Data modeling, Software deployment, Salesforce",108.0
Aristocrat,Gurgaon,Sr C# Developer,"Should be an enthusiastic game developer with an eye for details and at heart with game math calculation, Server-side business logic, Server performance aspects……
Skills: Data structures, C#, iOS, .NET, APIs",3.8,0,-1,-1,-1.0,5001 to 10000 Employees,1953,Company - Public,Gambling & Betting,"Arts, entertainment and recreation",$2 to $5 billion (USD)," Data structures, C#, iOS, .NET, APIs",71.0
Airtel India,Gurgaon,Technical Trainee,"Proficiency in Computer Science fundamentals – object oriented design, data structures, algorithm - design, and complexity analysis.…
Skills: Computer science, NoSQL, Git, Java, SQL",4.0,0,-1,-1,-1.0,10000+ Employees,1995,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD)," Computer science, NoSQL, Git, Java, SQL",29.0
BP Energy,Pune,BSA Operations Senior Analyst,"Provide user support and troubleshooting assistance to address any issues related to user access or functionality within BlackLine.…
Skills: Microsoft Outlook, Microsoft Office, SAP S/4HANA, Agile, SAP ERP",4.0,0,-1,-1,-1.0,10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)," Microsoft Outlook, Microsoft Office, SAP S/4HANA, Agile, SAP ERP",116.0
Sansera Engineering,Bengaluru,Data Analyst / Business Analyst,"Proven experience working with cross-functional teams to understand business requirements and translate them into data analysis solutions.…
Skills: Power BI, SQL, Analysis skills, Data visualization, Communication skills",4.1,0,-1,-1,-1.0,1001 to 5000 Employees,--,Unknown,--,--,$5 to $10 billion (USD)," Power BI, SQL, Analysis skills, Data visualization, Communication skills",
JPMorgan Chase & Co,Hyderābād,Vice President - Product Manager - Cash & Check Management,"As a core leader, you are responsible for acting as the voice of the customer and developing profitable products that provide customer value.…
Skills: Kanban, Product development, Product management, Scrum, Software development",4.0,0,-1,-1,-1.0,10000+ Employees,1799,Company - Public,Banking & Lending,Finance,$10+ billion (USD)," Kanban, Product development, Product management, Scrum, Software development",225.0
Aristocrat,Noida,Sr Technical Lead - Typescript Development,"Design and develop games in TypeScript, JavaScript for our next generation digital RMG gaming platform/s to be hosted over different devices of iOS/Android……
Skills: Node.js, Data structures, iOS, Android, Application development",3.8,0,-1,-1,-1.0,5001 to 10000 Employees,1953,Company - Public,Gambling & Betting,"Arts, entertainment and recreation",$2 to $5 billion (USD)," Node.js, Data structures, iOS, Android, Application development",71.0
BOEING,Bengaluru,"Experienced Salesforce Release, Security & Risk Specialist","Accommodations may include but are not limited to: conducting interviews in accessible locations that accommodate mobility needs, encouraging candidates to……
Skills: SSO, Salesforce, DevOps, Encryption, Release management",3.8,0,-1,-1,-1.0,10000+ Employees,1916,Company - Public,Aerospace and defence,Aerospace and defence,$10+ billion (USD)," SSO, Salesforce, DevOps, Encryption, Release management",108.0
Tether Operations Limited,Delhi,Data Engineer (100% Remote - India),"Develop and implement data collection systems and other strategies that optimize statistical efficiency and data quality. Strong programming skills in Python.…
Skills: Big data, Spark, NoSQL, Databases, SQL",,0,-1,-1,-1.0,1 to 50 Employees,--,Contract,--,--,Unknown / Non-Applicable," Big data, Spark, NoSQL, Databases, SQL",
Cencora,Pune,Customer Insights Technology Administrator,"Create tables and dashboards to compare data across various criteria such as time periods and financial thresholds. Create new surveys as requested.…
Skills: Power BI, Sage, Salesforce Marketing Cloud, Microsoft Excel, Azure",3.6,0,-1,-1,-1.0,10000+ Employees,2023,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical and biotechnology,$10+ billion (USD)," Power BI, Sage, Salesforce Marketing Cloud, Microsoft Excel, Azure",1.0
BOEING,Bengaluru,Experienced Systems Engineer - Operation Center,"Bachelor of Science degree or equivalent degree from an accredited course of study in an engineering discipline, computer science, mathematics, physics or……
Skills: Customer service, Systems engineering",3.8,0,-1,-1,-1.0,10000+ Employees,1916,Company - Public,Aerospace and defence,Aerospace and defence,$10+ billion (USD)," Customer service, Systems engineering",108.0
DTCC,Chennai,Lead DevSecOps Engineer,"Maintain and enhance the security of our infrastructure, applications, and systems, ensuring compliance with industry best practices and regulatory requirements……
Skills: CI/CD, System administration, Azure, Go, Kubernetes",3.7,0,85000,900000,492500.0,5001 to 10000 Employees,1973,Company - Private,Financial Transaction Processing,Finance,Unknown / Non-Applicable," CI/CD, System administration, Azure, Go, Kubernetes",51.0
Boston Consulting Group,Gurgaon,"Data Analyst, Optimization, India - X Delivery","You will collaborate with case teams to gather requirements, specify, design, develop, deliver and support analytic solutions serving client needs.…
Skills: Microsoft Powerpoint, Supply chain, Spark, Alteryx, Analysis skills",4.2,0,400000,900000,650000.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Microsoft Powerpoint, Supply chain, Spark, Alteryx, Analysis skills",61.0
Atlassian,Bengaluru,"Software Engineer, Data Science","You'll be responsible for the design, build and maintenance of tools that enable our Support Engineers and related teams to be more effective and efficient at……
Skills: Software deployment, Microservices, SQL, Docker, Machine learning",3.8,0,600000,800000,700000.0,5001 to 10000 Employees,2002,Company - Public,Software Development,Information Technology,Unknown / Non-Applicable," Software deployment, Microservices, SQL, Docker, Machine learning",22.0
ANZ Banking Group,Bengaluru,Data Scientist,"Build data science solutions for multiple business use cases. Initiate, design and implement innovative capabilities in the field of data science and data……
Skills: Software deployment, SQL, Analysis skills, Presentation skills, Machine learning",4.0,0,200000,1000000,600000.0,5001 to 10000 Employees,1835,Company - Public,Banking & Lending,Finance,Unknown / Non-Applicable," Software deployment, SQL, Analysis skills, Presentation skills, Machine learning",189.0
Boston Consulting Group,Bengaluru,"Data Analyst, Predictive, India- X Delivery","Our data analytics and artificial intelligence professionals mix deep domain expertise with advanced analytical methods and techniques to develop innovative……
Skills: Microsoft Powerpoint, Statistics, Power BI, Microsoft Access, Azure",4.2,0,80000,100000,90000.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Microsoft Powerpoint, Statistics, Power BI, Microsoft Access, Azure",61.0
Boston Consulting Group,Gurgaon,"Analyst, Geo Analytics, India - X Delivery","Delivery Teams are our hybrid client-facing/consulting-support that leverages available tools and code bases to deliver powerful and specialized insights that……
Skills: ArcGIS, Computer science, Power BI, Data modeling, Spark",4.2,0,900000,1000000,950000.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," ArcGIS, Computer science, Power BI, Data modeling, Spark",61.0
Adobe,Noida,Machine Learning Engineer 5,"Work on Big data, data ingestion, search indexing, data mining, big data, Hadoop, deep learning, recommendations, and performance by developing a Search……
Skills: Lucene, Search engines, Elasticsearch, Azure, Data mining",4.2,0,700000,900000,800000.0,10000+ Employees,1982,Company - Public,Computer Hardware Development,Information Technology,$2 to $5 billion (USD)," Lucene, Search engines, Elasticsearch, Azure, Data mining",42.0
BOEING,Bengaluru,Lead Data Engineer,"Accommodations may include but are not limited to: conducting interviews in accessible locations that accommodate mobility needs, encouraging candidates to……
Skills: Performance tuning, Data modeling, Azure, Spark, NoSQL",3.8,0,400000,700000,550000.0,10000+ Employees,1916,Company - Public,Aerospace and defence,Aerospace and defence,$10+ billion (USD)," Performance tuning, Data modeling, Azure, Spark, NoSQL",108.0
Boston Consulting Group,Bengaluru,"Data Analyst, Business Modelling, India- X Delivery","You will collaborate with various teams to gather requirements, specify, design, develop, deliver, and support analytic solutions serving the client's needs.…
Skills: Microsoft Powerpoint, Power BI, Microsoft Excel, Spark, Alteryx",4.2,0,200000,500000,350000.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Microsoft Powerpoint, Power BI, Microsoft Excel, Spark, Alteryx",61.0
TE Connectivity,Bengaluru,Senior FEA Analyst,"To perform FEA tasks and provide suitable design recommendations to validate the design virtually. Collaborate with design & validation teams to enhance the……
Skills: MATLAB, Power BI, Visual Basic, Microsoft Office, Electrical experience",4.0,0,500000,800000,650000.0,10000+ Employees,2007,Company - Public,Electronics Manufacturing,Manufacturing,$10+ billion (USD)," MATLAB, Power BI, Visual Basic, Microsoft Office, Electrical experience",17.0
Mediphore Systems and Technologies Pvt Ltd,India,Sr. Software Engineer,"4+ years of experience as a software developer working on industrial strength software and a proven track record of having shipped commercially successful……
Skills: CI/CD, AJAX, Performance tuning, Azure, Node.js",,0,300000,600000,450000.0,,,,,,," CI/CD, AJAX, Performance tuning, Azure, Node.js",
Cencora,Pune,Lead Data Engineer - Data Engineering,"➢ Participate in an on-call rotation to address and resolve technical escalations. In this role, you will be responsible for building scalable solutions in the……
Skills: Jira, CI/CD, Cloud infrastructure, System administration, Azure",3.6,0,400000,400000,400000.0,10000+ Employees,2023,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical and biotechnology,$10+ billion (USD)," Jira, CI/CD, Cloud infrastructure, System administration, Azure",1.0
Cencora,Pune,Architect I - Software Engineering,"Develops a technical strategy for data integrations and implement a scalable design using industry best practices. Provides Level 2 and 3 support.…
Skills: Azure, Cloud architecture, SAP HANA, SAP, Google Cloud Platform",3.6,0,400000,700000,550000.0,10000+ Employees,2023,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical and biotechnology,$10+ billion (USD)," Azure, Cloud architecture, SAP HANA, SAP, Google Cloud Platform",1.0
Crossover,Amritsar,"Senior Software Engineer, 2 Hour Learning (Remote) - $100,000/year USD","Collaboration with other developers, product managers, and educational experts is key to ensuring that the solutions you build are impactful and user-centered.…
Skills: Node.js, React, Software deployment, Angular, Django",4.0,0,300000,800000,550000.0,201 to 500 Employees,2014,Company - Private,HR Consulting,Human resources and staffing,Unknown / Non-Applicable," Node.js, React, Software deployment, Angular, Django",10.0
Adobe,Noida,Computer Scientist II,"If you are applying for a role outside of your current country, ensure you review the International Resources for Relocating Employees on Inside Adobe,……
Skills: Azure, Data structures, Adobe Creative Suite, Application development, AWS",4.2,0,500000,800000,650000.0,10000+ Employees,1982,Company - Public,Computer Hardware Development,Information Technology,$2 to $5 billion (USD)," Azure, Data structures, Adobe Creative Suite, Application development, AWS",42.0
ANZ Banking Group,Bengaluru,Security Architect,"At ANZ, our Security Domain is tasked with making ANZ a safe and more secure place by ensuring our corporate and customer information is secured.…
Skills: Kubernetes, Information security, AWS, Scalability, Agile",4.0,0,200000,800000,500000.0,5001 to 10000 Employees,1835,Company - Public,Banking & Lending,Finance,Unknown / Non-Applicable," Kubernetes, Information security, AWS, Scalability, Agile",189.0
ITI Data,Hyderābād,AWS Glue/EKS Data Engineer,"This is a high visibility, fast-paced key initiative will integrate data across internal and external sources, provide analytical insights, and integrate with……
Skills: Oracle, XML, Spark, NoSQL, MongoDB",4.2,0,400000,700000,550000.0,201 to 500 Employees,1999,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable," Oracle, XML, Spark, NoSQL, MongoDB",25.0
BOEING,Bengaluru,Associate Software Engineer -.Net Full Stack,"Education/experience typically acquired through advanced education (e.g. Bachelor) and typically 5 years' related work experience or an equivalent combination……
Skills: CI/CD, ASP.NET, SAFe, Azure, Gradle",3.8,0,800000,800000,800000.0,10000+ Employees,1916,Company - Public,Aerospace and defence,Aerospace and defence,$10+ billion (USD)," CI/CD, ASP.NET, SAFe, Azure, Gradle",108.0
Aristocrat,Noida,Sr Engineer II,"To design and develop HTML5/Typescript based class 3 real money digital Games with Java backend for markets across the Globe and be responsible for ensuring……
Skills: Data structures, iOS, Android, Java, Application development",3.8,0,400000,900000,650000.0,5001 to 10000 Employees,1953,Company - Public,Gambling & Betting,"Arts, entertainment and recreation",$2 to $5 billion (USD)," Data structures, iOS, Android, Java, Application development",71.0
Funfull Inc.,Ahmedabad,MEAN Stack Developer,"Design and implementation of data storage solutions using MongoDB. Minimum 3 years of experience as a MEAN Stack Developer or similar role.…
Skills: AJAX, Node.js, CSS, Software troubleshooting, Software deployment",,0,400000,800000,600000.0,,,,,,," AJAX, Node.js, CSS, Software troubleshooting, Software deployment",
Crossover,Visakhapatnam,"Senior AI Engineer, 2 Hour Learning (Remote) - $100,000/year USD","Collaboration with other developers, product managers, and educational experts is key to ensuring that the solutions you build are impactful and user-centered.…
Skills: Node.js, React, Software deployment, Angular, Django",4.0,0,300000,700000,500000.0,201 to 500 Employees,2014,Company - Private,HR Consulting,Human resources and staffing,Unknown / Non-Applicable," Node.js, React, Software deployment, Angular, Django",10.0
ITI Data,Chennai,AWS Glue Data Engineer,"This is a high visibility, fast-paced key initiative will integrate data across internal and external sources, provide analytical insights, and integrate with……
Skills: Oracle, XML, Spark, NoSQL, MongoDB",4.2,1,10000,10000,10000.0,201 to 500 Employees,1999,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable," Oracle, XML, Spark, NoSQL, MongoDB",25.0
Cencora,Pune,SAP PI/PO Developer,"Develops a technical strategy for data integrations and implement a scalable design using industry best practices. Support project teams during testing.…
Skills: Azure, MVC, Cloud architecture, SAP, Google Cloud Platform",3.6,1,500000,800000,650000.0,10000+ Employees,2023,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical and biotechnology,$10+ billion (USD)," Azure, MVC, Cloud architecture, SAP, Google Cloud Platform",1.0
Bristol-Myers Squibb,Hyderābād,Senior Manager - GPS Data Solutions Delivery,"Collaborate with different teams across GPS & GPS BIA organizations to assist in developing data requirements, data refinement business rules, acceptance……
Skills: Microsoft Excel, Azure, Web development, SAP, Tableau",3.8,0,-1,-1,-1.0,10000+ Employees,1858,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical and biotechnology,$10+ billion (USD)," Microsoft Excel, Azure, Web development, SAP, Tableau",166.0
Boston Consulting Group,Bengaluru,"Analyst, Geo Analytics, India - X Delivery","Delivery Teams are our hybrid client-facing/consulting-support that leverages available tools and code bases to deliver powerful and specialized insights that……
Skills: ArcGIS, Computer science, Power BI, Data modeling, Spark",4.2,0,-1,-1,-1.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," ArcGIS, Computer science, Power BI, Data modeling, Spark",61.0
Boston Consulting Group,Mumbai,"Lead Data Scientist, India - BCG X","We are seeking a strong candidate with significant advanced analytics experience to fill an exciting Lead Data Scientist (LDS) position within BCG X. The LDS is……
Skills: Spark, Project management, Data science",4.2,0,-1,-1,-1.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Spark, Project management, Data science",61.0
Adobe,Noida,Computer Scientist II,"If you have a disability or special need that requires accommodation to navigate our website or complete the application process, email accommodations@adobe.com……
Skills: Azure, Data structures, Adobe Creative Suite, Application development, AWS",4.2,0,-1,-1,-1.0,10000+ Employees,1982,Company - Public,Computer Hardware Development,Information Technology,$2 to $5 billion (USD)," Azure, Data structures, Adobe Creative Suite, Application development, AWS",42.0
BP Energy,Pune,Software Development Engineer for Test,"As a Software Development Engineer in Test, you will be part of a cross-disciplinary team, working closely with other software engineers, product management, UX……
Skills: CI/CD, Azure, Kubernetes, Cucumber, C#",4.0,0,-1,-1,-1.0,10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)," CI/CD, Azure, Kubernetes, Cucumber, C#",116.0
Bristol-Myers Squibb,Hyderābād,Senior Manager - Principal Software Engineer - GenAI Content Pod Lead,"Deep analytical skills and logical thinking to design new solutions & identify and resolve technical issues that may arise for existing solutions.…
Skills: Jira, Drupal, Management, CSS, Software troubleshooting",3.8,0,-1,-1,-1.0,10000+ Employees,1858,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical and biotechnology,$10+ billion (USD)," Jira, Drupal, Management, CSS, Software troubleshooting",166.0
BP Energy,Pune,Senior Enterprise Technology Engineer,"The ideal candidate will have experience of working in an Agile environment, handling, co-ordinating and delivering software solutions within Pricing landscape.…
Skills: Pricing, Azure, Oracle, Kubernetes, Kanban",4.0,0,-1,-1,-1.0,10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)," Pricing, Azure, Oracle, Kubernetes, Kanban",116.0
Cencora,Pune,Administrator III - System & Applications Administration,"Verifies and approves plans for upgrading of databases, recommends adding new structures or elements & enables use of data access tools and techniques to enable……
Skills: CI/CD, Sage, Salesforce Marketing Cloud, Azure, Oracle",3.6,0,-1,-1,-1.0,10000+ Employees,2023,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical and biotechnology,$10+ billion (USD)," CI/CD, Sage, Salesforce Marketing Cloud, Azure, Oracle",1.0
BP Energy,Pune,Metering and Analyser System Engineer - TSI,"8 years proven experience working with an upstream, midstream, or refining company; or with an engineering design company or equipment manufacturer.…
Skills: Project management, APIs, Cybersecurity",4.0,0,-1,-1,-1.0,10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)," Project management, APIs, Cybersecurity",116.0
BP Energy,Pune,Lead Architect- Infrastructure,"Being the bridge between the delivery programmes, product teams and platform teams, and will build strong internal and external relations that help drive……
Skills: Software deployment, Databases, Business requirements, Solution architecture",4.0,0,-1,-1,-1.0,10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)," Software deployment, Databases, Business requirements, Solution architecture",116.0
S&P Global,Noida,Data Engineer,"Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.…
Skills: Cassandra, Big data, R, Apache Hive, MongoDB",4.1,0,-1,-1,-1.0,10000+ Employees,1860,Company - Public,Research and development,Management and consulting,$10+ billion (USD)," Cassandra, Big data, R, Apache Hive, MongoDB",164.0
Deloitte,Bengaluru,FY25 - Cloud Infrastructure - Azure | Manager,"The cyber risk services—Identity & access management (IAM) practice helps organizations in designing, developing, and implementing industry-leading IAM……
Skills: CI/CD, TCP, Cloud infrastructure, Azure, Salt",4.0,0,-1,-1,-1.0,10000+ Employees,1850,Company - Private,Business consulting,Management and consulting,Unknown / Non-Applicable," CI/CD, TCP, Cloud infrastructure, Azure, Salt",174.0
Cencora,Pune,SAP Basis Administrator III,"Verifies and approves plans for upgrading of databases, recommends adding new structures or elements & enables use of data access tools and techniques to enable……
Skills: Jira, Sage, Salesforce Marketing Cloud, Azure, Oracle",3.6,0,-1,-1,-1.0,10000+ Employees,2023,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical and biotechnology,$10+ billion (USD)," Jira, Sage, Salesforce Marketing Cloud, Azure, Oracle",1.0
BP Energy,Pune,Lead product manager - Treasury,"Demonstrable track record of discovering customer needs and translating them into inspirational, innovative solutions and detailed product requirements, for……
Skills: Data modeling, Vendor management, Lean, Bloomberg, Product development",4.0,0,-1,-1,-1.0,10000+ Employees,1908,Company - Public,Energy & Utilities,"Energy, mining, utilities",$10+ billion (USD)," Data modeling, Vendor management, Lean, Bloomberg, Product development",116.0
Spice Money,Noida,Data Analyst,"Employ statistical techniques to scrutinize data and produce actionable business insights. Gather data from primary and secondary sources, ensuring the upkeep……
Skills: SQL, Data science, Python",4.3,0,-1,-1,-1.0,201 to 500 Employees,--,Company - Private,Financial Transaction Processing,Finance,Unknown / Non-Applicable," SQL, Data science, Python",
Torry Harris,Bengaluru,Python Developer Data Analyst,"As a Python Developer Data Analyst at Torry Harris, you will be responsible for designing, developing, and maintaining Python-based data analysis solutions.…
Skills: Azure, Data analysis skills, NoSQL, SQL, AWS",3.9,0,-1,-1,-1.0,1 to 50 Employees,--,Company - Private,Food & Beverage Manufacturing,Manufacturing,$25 to $50 million (USD)," Azure, Data analysis skills, NoSQL, SQL, AWS",
S&P Global,Gurgaon,Data Intelligence Associate I,"Data Intelligence is a service to process, analyze and provide insight into data relevant to our client-facing and internal services. AWS Experience is a must.…
Skills: Jira, Power BI, Oracle, Database development, Salesforce",4.1,0,-1,-1,-1.0,10000+ Employees,1860,Company - Public,Research and development,Management and consulting,$10+ billion (USD)," Jira, Power BI, Oracle, Database development, Salesforce",164.0
McKinsey & Company,Gurgaon,Research Science Analyst - Finalta,"The role will involve market analysis, use of performance data, and best practice case studies to create compelling insights. MBA or master’s degree preferred.…
Skills: Analysis skills, Market research, Communication skills",3.9,0,-1,-1,-1.0,1001 to 5000 Employees,2009,Company - Private,Business consulting,Management and consulting,Unknown / Non-Applicable," Analysis skills, Market research, Communication skills",15.0
Flipkart,Bengaluru,Data Engineer II,"Data engineers to build data analytical solutions that will address increasingly complex business questions.…
Skills: Data science",3.8,0,-1,-1,-1.0,10000+ Employees,2007,Company - Private,Internet & Web Services,Information Technology,$5 to $10 billion (USD), Data science,17.0
